id,book_id,author,title,average_rating,ratings_count,primary_genre,secondary_genre,tertiary_genre
2452,64217,Terry Pratchett,"Pyramids (Discworld, #7)",3.88,44710,Fantasy,Young Adult,Fantasy
2453,149302,Raymond E. Feist,"Silverthorn (The Riftwar Saga, #3)",4.06,42148,Fantasy,Fiction,Fantasy
2454,1314332,Jenny Downham,Before I Die,3.84,38551,Young Adult,Contemporary,Romance
2455,6728738,Elizabeth Gilbert,Committed: A Skeptic Makes Peace with Marriage,3.39,37410,Nonfiction,Autobiography,Memoir
2456,104378,Sarah Dessen,Keeping the Moon,3.86,51537,Young Adult,Romance,Contemporary
2457,18080920,Veronica Roth,"The Transfer (Divergent, #0.1)",4.19,42240,Young Adult,Science Fiction,Dystopia
2458,43887,Terry Goodkind,"Chainfire (Sword of Truth, #9)",3.95,38743,Fantasy,Fiction,Fantasy
2459,129650,Julia Child,Mastering the Art of French Cooking,4.33,34055,Food and Drink,Cookbooks,Food and Drink
2460,9876989,Kazue Kato,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",4.36,39464,Sequential Art,Manga,Fantasy
2461,604803,Terry Goodkind,"Confessor (Sword of Truth, #11)",4.08,37862,Fantasy,Fiction,Fantasy
2462,88815,Mohsin Hamid,The Reluctant Fundamentalist,3.67,33879,Fiction,Contemporary,Cultural
2463,12432220,Jennifer A. Nielsen,The False Prince (The Ascendance Trilogy #1),4.22,49667,Fantasy,Young Adult,Childrens
2464,85386,John Updike,"Rabbit, Run (Rabbit Angstrom #1)",3.57,39485,Fiction,Classics,Novels
2465,56627,Daniel Todd Gilbert,Stumbling on Happiness,3.82,37601,Psychology,Nonfiction,Self Help
2466,400412,T.S. Eliot,The Waste Land and Other Poems,4.23,38462,Poetry,Classics,Fiction
2467,201146,Else Holmelund Minarik,Little Bear,4.22,46731,Childrens,Childrens,Picture Books
2468,206172,Edgar Allan Poe,The Pit and the Pendulum,4.15,40289,Classics,Horror,Short Stories
2469,34529,Terry Pratchett,"Lords and Ladies (Discworld, #14; Witches #4)",4.14,43980,Fantasy,Fiction,Humor
2470,62530,Terry Pratchett,"Thud! (Discworld, #34; City Watch #7)",4.29,44496,Fantasy,Fiction,Humor
2471,28876,Naomi Novik,"His Majesty's Dragon (Temeraire, #1)",4.05,48381,Fantasy,Fantasy,Dragons
2472,444304,Holly Black,"The Field Guide (The Spiderwick Chronicles, #1)",3.85,56913,Fantasy,Childrens,Childrens
2473,7497897,David Platt,Radical: Taking Back Your Faith from the American Dream,4.18,36326,Christian,Nonfiction,Christian
2474,1303,Robert Greene,The 48 Laws of Power,4.18,37613,Nonfiction,Psychology,Business
2475,41667,Jean Craighead George,"My Side of the Mountain (Mountain, #1)",4.03,47002,Fiction,Young Adult,Classics
2476,3392089,Susanna Kearsley,"The Winter Sea (Slains, #1)",4.07,39572,Historical,Historical Fiction,Romance
2477,5861926,Peter Lerangis,"The Sword Thief (The 39 Clues, #3)",3.87,41021,Mystery,Adventure,Young Adult
2478,20454107,Robin Cook,Coma,3.86,29071,Fiction,Thriller,Mystery
2479,46945,Hubert Selby Jr.,Requiem for a Dream,4.1,37995,Fiction,Classics,Thriller
2480,111332,Erin Hunter,"Into the Wild (Warriors, #1)",4.29,48111,Nonfiction,Biography,Travel
2481,76401,Dee Brown,Bury My Heart at Wounded Knee: An Indian History of the American West,4.21,40565,History,Nonfiction,North American Hi...
2482,128066,Władysław Szpilman,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",4.24,43578,Nonfiction,History,Biography
2483,16033902,Maya Banks,"Rush (Breathless, #1)",3.97,53937,Romance,Adult Fiction,Erotica
2484,3052106,Ian Edginton,The Picture of Dorian Gray: A Graphic Novel,4.12,40650,Classics,Sequential Art,Graphic Novels
2485,11557,Robert McCammon,Swan Song,4.28,38018,Horror,Fiction,Apocalyptic
2486,22522805,Kazuo Ishiguro,The Buried Giant,3.42,31271,Fantasy,Fiction,Historical
2487,68494,China Miéville,"Perdido Street Station (Bas-Lag, #1)",3.96,41058,Fantasy,Fiction,Science Fiction
2488,4070493,Carrie Jones,"Need (Need, #1)",3.71,54819,Fiction,Contemporary,Thriller
2489,2442,Terry Pratchett,"Witches Abroad (Discworld, #12; Witches #3)",4.2,47875,Fantasy,Fiction,Humor
2490,721012,Geoffrey Crayon,The Legend of Sleepy Hollow and Other Stories,3.93,42952,Classics,Fiction,Horror
2491,117,Frank Herbert,Heretics of Dune (Dune Chronicles #5),3.83,40415,Science Fiction,Fiction,Fantasy
2492,772852,David Wilkerson,The Cross and the Switchblade,4.2,37349,Christian,Nonfiction,Biography
2493,346087,Jim Butcher,"Captain's Fury (Codex Alera, #4)",4.38,42769,Fantasy,Fiction,Fantasy
2494,9912994,Chuck Palahniuk,"Damned (Damned, #1)",3.38,33787,Horror,Fantasy,Paranormal
2495,222458,Cynthia Lord,Rules,3.96,42950,Nonfiction,Psychology,Self Help
2496,8584686,Karen Russell,Swamplandia!,3.21,38955,Fiction,Magical Realism,Fantasy
2497,49353,Michael Connelly,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",4.21,37717,Mystery,Fiction,Mystery
2498,2715,Mark Kurlansky,Salt: A World History,3.73,39402,History,Nonfiction,Food and Drink
2499,31173,Charlotte Brontë,Villette,3.75,41793,Classics,Fiction,Romance
2500,10552338,Neal Stephenson,Reamde,3.96,34839,Fiction,Science Fiction,Thriller
2501,34502,Terry Pratchett,"Soul Music (Discworld, #16; Death, #3)",4.02,43626,Fantasy,Fiction,Humor
2502,14740588,Janet Evanovich,"Notorious Nineteen (Stephanie Plum, #19)",3.9,42656,Mystery,Fiction,Humor
2503,6117055,Richard Dawkins,The Greatest Show on Earth: The Evidence for Evolution,4.16,34088,Science,Nonfiction,Science
2504,392297,Frank Miller,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",4.16,40866,Sequential Art,Graphic Novels,Sequential Art
2505,356896,Og Mandino,The Greatest Salesman in the World,4.19,35971,Business,Self Help,Nonfiction
2506,3758,Ian Fleming,"Casino Royale (James Bond, #1)",3.73,39150,Fiction,Thriller,Classics
2507,83144,Paullina Simons,"The Bronze Horseman (The Bronze Horseman, #1)",4.34,37369,Historical,Historical Fiction,Romance
2508,11346,Toni Morrison,Sula,3.86,37196,Fiction,Classics,Historical
2509,25843420,A.G. Riddle,"The Atlantis Gene (The Origin Mystery, #1)",3.69,20626,Science Fiction,Fiction,Thriller
2510,7148256,Philippa Gregory,"The Red Queen (The Plantagenet and Tudor Novels, #3)",3.74,42128,Historical,Historical Fiction,Fiction
2511,6642402,Julie James,"Something About You (FBI/US Attorney, #1)",3.94,47720,Romance,Romance,Contemporary Romance
2512,105552,Dr. Seuss,Mr. Brown Can Moo! Can You?,4.11,41437,Childrens,Childrens,Picture Books
2513,10607,Stephen King,"Black House (The Talisman, #2)",3.99,40734,Horror,Fantasy,Fiction
2514,15719,Neil Gaiman,Marvel 1602,3.93,43541,Sequential Art,Comics,Sequential Art
2515,26722,Vince Flynn,"Act of Treason (Mitch Rapp, #9)",4.28,34242,Fiction,Thriller,Spy Thriller
2516,13330761,Peter Heller,The Dog Stars,3.9,33465,Fiction,Apocalyptic,Post Apocalyptic
2517,19494,John le Carré,The Spy Who Came In from the Cold,4.05,37557,Fiction,Thriller,Mystery
2518,133664,Jim Butcher,"Academ's Fury (Codex Alera, #2)",4.27,43941,Fantasy,Fiction,Fantasy
2519,13162,James Patterson,"When the Wind Blows (When the Wind Blows, #1)",3.92,39948,Fiction,Mystery,Thriller
2520,6443834,Haruki Murakami,"1Q84 BOOK 1 (1Q84, #1)",3.96,32323,Fiction,Fantasy,Cultural
2521,4004,Paulo Coelho,The Pilgrimage,3.64,28283,Fiction,Philosophy,Spirituality
2522,383028,Lee Child,"The Hard Way (Jack Reacher, #10)",4.14,36240,Thriller,Fiction,Mystery
2523,231821,Sheila Burnford,The Incredible Journey,4.16,42094,Fiction,Classics,Animals
2524,13529,Geraldine Brooks,March,3.73,43737,Sequential Art,Graphic Novels,Nonfiction
2525,13359067,Lee Child,"A Wanted Man (Jack Reacher, #17)",4,33264,Thriller,Fiction,Mystery
2526,22369,Grant Morrison,"All-Star Superman, Vol. 1",4.06,35061,Sequential Art,Comics,Sequential Art
2528,16158558,Nora Roberts,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",3.91,33481,Romance,Fantasy,Fantasy
2529,7198988,Alyson Noel,"Dark Flame (The Immortals, #4)",3.73,51250,Young Adult,Fantasy,Fantasy
2530,25734248,Fiona Barton,The Widow,3.49,36504,Mystery,Fiction,Thriller
2531,6255144,Patrick Carman,"The Black Circle (The 39 Clues, #5)",4,42084,Mystery,Adventure,Childrens
2532,15820748,Kiera Cass,"The Prince (The Selection, #0.5)",3.93,51454,Fantasy,Young Adult,Fiction
2533,16069030,Marie Rutkoski,"The Winner's Curse (The Winner's Trilogy, #1)",4.03,56635,Fantasy,Young Adult,Romance
2534,71332,Sapphire,Push,3.82,36207,Fiction,Thriller,Thriller
2535,17465515,Elena Ferrante,The Story of a New Name (The Neapolitan Novels #2),4.37,33395,Fiction,Cultural,Italy
2536,70539,Arthur C. Clarke,"2010: Odyssey Two (Space Odyssey, #2)",3.89,36907,Science Fiction,Fiction,Science Fiction Fantasy
2537,6406018,Atsushi Ohkubo,"Soul Eater, Vol. 01 (Soul Eater, #1)",4.3,34289,Sequential Art,Manga,Fantasy
2538,15803059,William Kent Krueger,Ordinary Grace,4.14,34720,Fiction,Mystery,Historical
2539,14839,David Baldacci,Last Man Standing,4.03,36265,Fiction,Thriller,Mystery
2540,118944,Gene Luen Yang,American Born Chinese,3.88,47824,Sequential Art,Graphic Novels,Young Adult
2541,1335184,Eugene Bradley Coco,Peter Pan (A Little Golden Book),4.32,38907,Classics,Fantasy,Fiction
2542,15990969,K.A. Tucker,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",4.16,54718,Romance,New Adult,Contemporary
2543,7141642,David Mitchell,The Thousand Autumns of Jacob de Zoet,4.03,36021,Fiction,Historical,Historical Fiction
2544,18525,Christopher Marlowe,Dr. Faustus,3.79,39518,Classics,Plays,Drama
2545,84145,Sherrilyn Kenyon,Dance with the Devil (Dark-Hunter #3),4.39,51282,Romance,Paranormal Romance,Fantasy
2546,6614,Candace Bushnell,Lipstick Jungle,3.39,35792,Womens Fiction,Chick Lit,Fiction
2547,79379,James Patterson,"Violets Are Blue (Alex Cross, #7)",3.94,41555,Mystery,Fiction,Thriller
2548,180116,Anthony Robbins,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4.1,33586,Self Help,Nonfiction,Self Help
2549,30246,Laurell K. Hamilton,"Blue Moon (Anita Blake, Vampire Hunter, #8)",4.04,52170,Young Adult,Fantasy,Fantasy
2550,30242,Laurell K. Hamilton,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",4.07,53980,Fantasy,Urban Fantasy,Paranormal
2551,19286669,Diane Chamberlain,"The Silent Sister (Riley MacPherson, #1)",3.93,31741,Fiction,Mystery,Audiobook
2552,9597,Kurt Vonnegut Jr.,Player Piano,3.85,34362,Fiction,Science Fiction,Classics
2553,10155,Arthur Conan Doyle,"The Lost World (Professor Challenger, #1)",3.92,39169,Fiction,Science Fiction,Thriller
2554,34511,Terry Pratchett,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",4.18,38851,Fantasy,Fiction,Humor
2555,60931,Octavia E. Butler,Kindred,4.18,43332,Historical,Historical Fiction,Fiction
2556,8282,Laura Ingalls Wilder,"The Long Winter (Little House, #6)",4.16,54443,Historical,Historical Fiction,Classics
2557,944267,Henry Cloud,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",4.19,19619,Self Help,Nonfiction,Psychology
2558,17378508,Maggie Stiefvater,"Blue Lily, Lily Blue (The Raven Cycle, #3)",4.32,56637,Fantasy,Young Adult,Fantasy
2559,43945,Philip Roth,Portnoy's Complaint,3.69,35855,Fiction,Classics,Novels
2560,815716,John C. Maxwell,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,4.12,30255,Leadership,Business,Nonfiction
2561,51019,Margaret Atwood,Cat's Eye,3.92,42317,Fiction,Contemporary,Cultural
2562,15783307,J. Sterling,"The Perfect Game (The Perfect Game, #1)",3.97,50442,Romance,New Adult,Sports
2563,7540092,Patrick Ness,"Monsters of Men (Chaos Walking, #3)",4.25,43024,Young Adult,Science Fiction,Science Fiction
2564,8647,Orson Scott Card,"Shadow of the Giant (Ender's Shadow, #4)",3.98,37479,Science Fiction,Fiction,Science Fiction Fantasy
2565,10128428,Brian Selznick,Wonderstruck,4.16,42530,Historical,Historical Fiction,Fiction
2566,748862,Sarah Ban Breathnach,Simple Abundance:  A Daybook of Comfort and Joy,3.96,32751,Nonfiction,Self Help,Spirituality
2567,9917938,Moira Young,"Blood Red Road (Dust Lands, #1)",3.94,47690,Young Adult,Science Fiction,Dystopia
2568,13131,James Patterson,"The 6th Target (Women's Murder Club, #6)",4.02,41500,Mystery,Fiction,Mystery
2569,40395,Edgar Rice Burroughs,"A Princess of Mars (Barsoom, #1)",3.8,34536,Science Fiction,Fantasy,Classics
2570,17262203,Margaret Atwood,"MaddAddam (MaddAddam, #3)",3.98,33861,Fiction,Science Fiction,Science Fiction
2571,77770,Laura Ingalls Wilder,"These Happy Golden Years (Little House, #8)",4.17,51432,Classics,Historical,Historical Fiction
2572,19596,Victoria Finlay,Color: A Natural History of the Palette,3.74,42256,Nonfiction,Art,History
2573,5357,John Grisham,Skipping Christmas,3.47,39486,Fiction,Holiday,Christmas
2574,24244,Michael Connelly,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",4.05,36748,Mystery,Fiction,Mystery
2575,12022079,Kristin Hannah,Home Front,4.12,36972,Fiction,Womens Fiction,Chick Lit
2576,16117506,Christina Lauren,"Beautiful Stranger (Beautiful Bastard, #2)",4.24,55764,Romance,Romance,Contemporary Romance
2577,127459,Libba Bray,"The Sweet Far Thing (Gemma Doyle, #3)",3.97,54602,Fantasy,Young Adult,Historical
2578,5197,Ernest J. Gaines,A Lesson Before Dying,3.93,40651,Fiction,Historical,Historical Fiction
2579,178357,David Sedaris,SantaLand Diaries,4.33,38297,Humor,Nonfiction,Autobiography
2580,24820165,Nicholas Sparks,See Me,3.93,31774,Romance,Fiction,Womens Fiction
2581,7415016,Sophie Kinsella,"Mini Shopaholic (Shopaholic, #6)",3.7,40137,Womens Fiction,Chick Lit,Fiction
2582,857448,Gene Zion,Harry the Dirty Dog,4.17,44319,Childrens,Picture Books,Childrens
2583,18144115,Jennifer Weiner,All Fall Down,3.61,31249,Fiction,Womens Fiction,Chick Lit
2584,393199,George Orwell,Down and Out in Paris and London,4.1,34739,Nonfiction,Classics,Autobiography
2585,6081685,Hiro Fujiwara,"Maid-sama! Vol. 01 (Maid-sama!, #1)",4.4,36028,Sequential Art,Manga,Romance
2586,381102,Nick Bantock,Griffin and Sabine (Griffin & Sabine #1),4.01,36496,Fiction,Art,Fantasy
2587,14061957,Leigh Bardugo,"Ruin and Rising (Shadow and Bone, #3)",4.17,56836,Fantasy,Young Adult,Romance
2589,421549,Jennifer Weiner,Certain Girls (Cannie Shapiro #2),3.7,39334,Womens Fiction,Chick Lit,Fiction
2590,13152194,Cheryl Strayed,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,4.29,33979,Nonfiction,Self Help,Autobiography
2591,743599,Karen Marie Moning,"Beyond the Highland Mist (Highlander, #1)",3.99,51854,Romance,Science Fiction,Time Travel
2592,15654,Ann Rule,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,4.13,35824,Crime,True Crime,Nonfiction
2593,3054684,Claudia Gray,"Stargazer (Evernight, #2)",3.8,49050,Young Adult,Paranormal,Vampires
2594,7668,Michael Crichton,Rising Sun,3.61,38179,Fiction,Thriller,Mystery
2595,136167,Sidney Sheldon,The Other Side of Midnight (Midnight #1),3.89,34570,Fiction,Thriller,Mystery
2596,7936809,Michael Connelly,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",4.13,34973,Mystery,Fiction,Mystery
2597,10065,Louis Sachar,Wayside School Is Falling Down (Wayside School #2),4.17,45631,Childrens,Fiction,Humor
2598,7274337,Julie Orringer,The Invisible Bridge,4.19,35122,Historical,Historical Fiction,Fiction
2599,15861491,Pittacus Lore,"The Fall of Five (Lorien Legacies, #4)",4.24,41533,Young Adult,Fantasy,Science Fiction
2600,56759,Thomas Hardy,The Mayor of Casterbridge,3.8,40063,Classics,Fiction,Historical
2601,8732,John Steinbeck,The Red Pony,3.42,37535,Classics,Fiction,Literature
2602,498389,Jo Nesbø,"The Devil's Star (Harry Hole, #5)",4.03,32907,Mystery,Crime,Mystery
2603,5159,Alice Hoffman,Here on Earth,3.68,38954,Fiction,Romance,Magical Realism
2604,119091,Anne Rice,"Taltos (Lives of the Mayfair Witches, #3)",3.78,40915,Horror,Fantasy,Fiction
2605,190361,Laurell K. Hamilton,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",4.08,51571,Fantasy,Urban Fantasy,Paranormal
2606,9268487,Peter V. Brett,"The Daylight War (Demon Cycle, #3)",4.23,34419,Fantasy,Fantasy,Epic Fantasy
2607,1248179,John Grisham,The Appeal,3.58,39100,Fiction,Thriller,Mystery
2608,13830,Tamora Pierce,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",4.2,53413,Fantasy,Young Adult,Fiction
2609,9317452,Ben Aaronovitch,"Midnight Riot (Peter Grant, #1)",3.92,21519,Fantasy,Fantasy,Urban Fantasy
2610,9303,Marian Keyes,Lucy Sullivan Is Getting Married,3.74,38473,Womens Fiction,Chick Lit,Fiction
2611,34501,Terry Pratchett,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",4.29,43460,Fantasy,Young Adult,Fiction
2612,50365,Vikram Seth,"A Suitable Boy (A Suitable Boy, #1)",4.1,33973,Fiction,Cultural,India
2613,22738563,Chimamanda Ngozi Adichie,We Should All Be Feminists,4.47,46048,Nonfiction,Feminism,Writing
2614,8087906,Patricia Briggs,"River Marked (Mercy Thompson, #6)",4.26,52220,Fantasy,Urban Fantasy,Fantasy
2615,4135,Amy Sedaris,I Like You: Hospitality Under the Influence,3.87,34212,Humor,Nonfiction,Food and Drink
2616,22320,William Gibson,"Pattern Recognition (Blue Ant, #1)",3.86,34917,Science Fiction,Fiction,Science Fiction
2617,21936809,Peter  Swanson,The Kind Worth Killing,4.03,35225,Thriller,Mystery,Fiction
2618,11525,Patricia Schultz,"1,000 Places to See Before You Die",3.83,33025,Travel,Nonfiction,Reference
2619,355916,Angie Sage,"Physik (Septimus Heap, #3)",3.99,42838,Fantasy,Young Adult,Fantasy
2620,6667,Roald Dahl,Boy: Tales of Childhood,4.09,38240,Nonfiction,Biography,Autobiography
2621,10890,Anne Lamott,Traveling Mercies: Some Thoughts on Faith,4.15,36466,Nonfiction,Autobiography,Memoir
2622,184657,Vince Flynn,"Memorial Day (Mitch Rapp, #7)",4.3,31864,Fiction,Thriller,Action
2623,13836,Tamora Pierce,"Wild Magic (Immortals, #1)",4.32,52165,Fantasy,Young Adult,Fiction
2624,30013,Isaac Asimov,Prelude to Foundation,4.05,40342,Science Fiction,Fiction,Science Fiction Fantasy
2625,56728,Max Lucado,"You Are Special (Wemmicksville, #1)",4.45,41052,Childrens,Picture Books,Childrens
2626,18798983,Renee Ahdieh,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",4.19,58175,Fantasy,Young Adult,Romance
2627,6260997,Nicholas D. Kristof,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,4.31,37270,Nonfiction,Feminism,Womens
2628,10798418,Daniel Handler,Why We Broke Up,3.49,41202,Young Adult,Romance,Contemporary
2629,18243700,Sarah J. Maas,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",4.48,53227,Fantasy,Young Adult,Romance
2630,2807199,Curtis Sittenfeld,American Wife,3.72,38537,Fiction,Historical,Historical Fiction
2631,29394,Jim Butcher,"Cursor's Fury (Codex Alera, #3)",4.36,41344,Fantasy,Fiction,Fantasy
2632,334176,Mary Doria Russell,"The Sparrow (The Sparrow, #1)",4.17,40781,Science Fiction,Fiction,Fantasy
2633,10910,Jodi Picoult,Mercy,3.57,37252,Young Adult,Fantasy,Romance
2634,20727654,Charlie N. Holmberg,"The Paper Magician (The Paper Magician Trilogy, #1)",3.63,25934,Fantasy,Young Adult,Fiction
2635,6023056,Steve Harvey,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",3.82,29059,Nonfiction,Self Help,Relationships
2636,10335318,Candice Millard,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",4.19,34460,History,Nonfiction,Biography
2637,89724,Shirley Jackson,We Have Always Lived in the Castle,4.05,43602,Horror,Fiction,Classics
2638,56405,Emerson Eggerichs,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,4.17,32858,Marriage,Christian,Nonfiction
2639,2761626,Michael Connelly,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",4.08,36497,Mystery,Fiction,Mystery
2640,216442,Timothy Zahn,Dark Force Rising,4.14,37197,Media Tie In,Star Wars,Science Fiction
2641,17262159,Lee Child,"Never Go Back (Jack Reacher, #18)",4.02,27578,Thriller,Fiction,Mystery
2642,183656,Gail Carson Levine,The Two Princesses of Bamarre,4.02,55218,Fantasy,Young Adult,Childrens
2643,228630,Richard Wright,Black Boy,4.02,36840,Classics,Nonfiction,Autobiography
2644,5167,Lalita Tademy,Cane River,4.04,38013,Historical,Historical Fiction,Fiction
2645,43884,Terry Goodkind,"Phantom (Sword of Truth, #10)",3.99,35131,Fantasy,Fiction,Classics
2646,29582,Isaac Asimov,Foundation and Earth (Foundation #5),4.02,39003,Science Fiction,Fiction,Science Fiction Fantasy
2647,10058,James D. Bradley,Flags of Our Fathers,4.18,37561,History,Nonfiction,War
2648,99111,A.A. Milne,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",4.43,32504,Classics,Childrens,Fiction
2649,112803,Mahatma Gandhi,The Story of My Experiments With Truth,4.07,28177,Biography,Nonfiction,History
2650,2265,Lance Armstrong,It's Not About the Bike: My Journey Back to Life,3.72,31963,Nonfiction,Biography,Sports
2651,45546,Stephen E. Ambrose,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,4.22,32875,History,Nonfiction,Biography
2652,18803640,Helen Macdonald,H is for Hawk,3.74,30841,Nonfiction,Autobiography,Memoir
2653,21423525,David Nicholls,Us,3.66,28856,Romance,Contemporary,Fiction
2654,66695,R.A. Salvatore,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",4.23,38242,Fantasy,Dungeons and Dragons,Forgotten Realms
2655,6393082,Christopher Yost,"Ender's Game, Volume 1: Battle School (Ender's Saga)",4.37,32247,Science Fiction,Sequential Art,Graphic Novels
2656,6218007,Karuho Shiina,"Kimi ni Todoke: From Me to You, Vol. 1",4.23,37369,Sequential Art,Manga,Romance
2657,182425,Dean Koontz,False Memory,3.87,36882,Horror,Fiction,Thriller
2658,34510,Terry Pratchett,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",3.91,42892,Fantasy,Fiction,Humor
2659,12513614,C.J. Roberts,"Captive in the Dark (The Dark Duet, #1)",4.01,55542,Dark,Romance,Adult Fiction
2660,81959,James Allen,As a Man Thinketh,4.29,29122,Self Help,Nonfiction,Philosophy
2661,2082136,Mary Roach,Bonk: The Curious Coupling of Science and Sex,3.83,38157,Nonfiction,Science,Humor
2662,544257,Rachel Caine,"Midnight Alley (The Morganville Vampires, #3)",4.11,49083,Paranormal,Vampires,Young Adult
2663,23278537,Nina George,The Little Paris Bookshop,3.51,34383,Fiction,Romance,Writing
2664,13562049,Ian McEwan,Sweet Tooth,3.4,32637,Fiction,Historical,Historical Fiction
2665,17333880,Abbi Glines,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",4.26,57408,Romance,New Adult,Contemporary
2666,19675,Tom Clancy,"Executive Orders (Jack Ryan Universe, #9)",4.04,35513,Fiction,Thriller,War
2667,8592946,Ann Voskamp,One Thousand Gifts: A Dare to Live Fully Right Where You Are,4.03,33960,Christian,Nonfiction,Religion
2668,156427,Robert Bloch,Psycho,4.09,36153,Fiction,Horror,Classics
2669,45100,Robin Hobb,"Ship of Magic (Liveship Traders, #1)",4.12,37381,Fantasy,Fiction,Fantasy
2670,148337,Alistair MacLean,Where Eagles Dare ,4.12,35233,Fiction,Thriller,War
2671,41977,Maeve Binchy,Circle of Friends,4,43936,Fiction,Romance,Womens Fiction
2672,23513349,Rupi Kaur,Milk and Honey,4.27,73104,Poetry,Feminism,Nonfiction
2673,5720,Tom Clancy,"Rainbow Six (Jack Ryan Universe, #10)",4.07,35278,Fiction,Thriller,War
2674,16788,Neil Gaiman,Fragile Things: Short Fictions and Wonders,4.02,38942,Fantasy,Short Stories,Fiction
2675,8196732,Rosamund Lupton,Sister,3.77,35893,Fiction,Contemporary,Womens Fiction
2676,20518872,Liu Cixin,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",4,33409,Science Fiction,Fiction,Cultural
2677,48002,Terry Pratchett,"Thief of Time (Discworld, #26; Death, #5)",4.25,42002,Fantasy,Fiction,Humor
2678,154798,Mark Millar,Superman: Red Son,4.17,35438,Sequential Art,Comics,Sequential Art
2679,227593,Julia Glass,Three Junes,3.56,35677,Fiction,Contemporary,Book Club
2680,52309,Benjamin Franklin,The Autobiography of Benjamin Franklin,3.83,33061,Biography,History,Nonfiction
2681,1858013,Timothy J. Keller,The Reason for God: Belief in an Age of Skepticism,4.2,31692,Christian,Religion,Theology
2682,12891107,Mark  Lawrence,"King of Thorns (The Broken Empire, #2)",4.2,33941,Fantasy,Fiction,Fantasy
2683,12160906,Jeffrey Archer,"The Sins of the Father (The Clifton Chronicles, #2)",4.01,27456,Fiction,Historical,Historical Fiction
2684,187811,Meg Cabot,"Shadowland (The Mediator, #1)",4.04,51580,Young Adult,Fantasy,Fantasy
2685,3047849,Sara Shepard,"Killer (Pretty Little Liars, #6)",4.07,39702,Fiction,Thriller,Mystery
2686,4898,W. Chan Kim,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,3.86,30665,Business,Nonfiction,Business
2687,6431790,James Patterson,"Fang (Maximum Ride, #6)",4.07,48964,Young Adult,Fantasy,Science Fiction
2688,8546358,Sarah Addison Allen,The Peach Keeper,3.84,45468,Fiction,Magical Realism,Romance
2689,815234,Audrey Wood,The Napping House,4.27,37773,Childrens,Picture Books,Childrens
2690,27239265,Matthew FitzSimmons,"The Short Drop (Gibson Vaughn, #1)",4.15,32641,Mystery,Fiction,Thriller
2691,33453,Christopher Moore,"You Suck (A Love Story, #2)",3.82,38818,Humor,Fiction,Fantasy
2692,18104607,Jamie McGuire,"Beautiful Oblivion (The Maddox Brothers, #1)",4.13,54391,Romance,New Adult,Contemporary
2693,77711,Vernor Vinge,"A Fire Upon the Deep (Zones of Thought, #1)",4.13,37986,Science Fiction,Fiction,Space
2694,6709,Eckhart Tolle,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",4.25,29256,Self Help,Spirituality,Nonfiction
2695,19469,Caroline B. Cooney,"The Face on the Milk Carton (Janie Johnson, #1)",3.72,43334,Young Adult,Mystery,Fiction
2696,413158,Robert Lopshire,Put Me in the Zoo,4.13,38809,Childrens,Picture Books,Childrens
2697,6448470,Sophie Jordan,"Firelight (Firelight, #1)",3.88,51815,Fantasy,Young Adult,Fantasy
2698,9809,Italo Calvino,Invisible Cities,4.19,32253,Fiction,Classics,Fantasy
